公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"2103","台橡","TSRC","3.屬化學工業者","橡膠工業","110/01/01~110/12/31","2. 其他依循標準：GRI 準則及永續會計準則委員會（Sustainability Accounting Standards Board, SASB）","其他查驗證單位：","SGS(本報告書另經安侯建業會計師事務所依確信準則公報第一號進行有限確信。)","AA1000 第2類型(Type2) 中度保證","https://www.tsrc.com.tw/tw/csr/publication-download/","t100sa11_2103_110.pdf","111/06/30","https://www.tsrc.com.tw/csr/publication-download/","t100sa11_2103_110_E.pdf","2022/09/01","t100sa11_2103_110_M.pdf","111/06/30","","","ESG.admin@tsrc-global.com","",
"2104","國際中橡","CSRC","5.股本達新臺幣五十億元以上者","橡膠工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.csrcgroup.com/csr/report.html","t100sa11_2104_110.pdf","111/09/26","https://www.csrcgroup.com/csr-en/report.html","t100sa11_2104_110_E.pdf","2022/09/26","","","","","vanessachiang@csrcgroup.com","",
"2105","正新","CST","5.股本達新臺幣五十億元以上者","橡膠工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.cst.com.tw","t100sa11_2105_110.pdf","111/06/28","https://www.cst.com.tw/csr.php","t100sa11_2105_110_E.pdf","2022/10/04","","","","","HPLIN@tw.maxxis.com","無。",
"2106","建大","KENDA","5.股本達新臺幣五十億元以上者","橡膠工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://csr.kenda.com.tw/default.aspx?lang=0&menuid=4,116&editable=1","t100sa11_2106_110.pdf","111/06/28","http://csr.kenda.com.tw/default.aspx?lang=0&menuid=4,116&editable=1","t100sa11_2106_110_E.pdf","2022/10/28","","","","","kenda@kenda.com.tw","",
"2108","南帝","NANTEX","6.係自願編製與申報","橡膠工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","","t100sa11_2108_110.pdf","111/10/17","","","","","","","","chrisli103@nantex.com.tw","",
"2201","裕隆","YL","5.股本達新臺幣五十億元以上者","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.yulon-motor.com.tw/csr_report.aspx","t100sa11_2201_110.pdf","111/06/30","https://www.yulon-motor.com.tw/en/investors.aspx","t100sa11_2201_110_E.pdf","2022/12/05","","","","","ESG@yulon-motor.com.tw","",
"2204","中華","CMC","5.股本達新臺幣五十億元以上者","汽車工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","https://www.china-motor.com.tw/layout2.php?name=CSR%20Report","t100sa11_2204_110.pdf","111/06/30","https://www.cmc-motor.com/layout1.php?name=Corporate%20Social%20Responsibility","t100sa11_2204_110_E.pdf","2022/12/09","","","","","lisa.lee@china-motor.com","",
"2206","三陽工業","SYM","5.股本達新臺幣五十億元以上者","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.sanyang.com.tw","t100sa11_2206_110.pdf","111/06/28","","","","t100sa11_2206_110_M.pdf","111/06/29","","","csr@sym.com.tw","無",
"2207","和泰車","HOTAI MOTOR","5.股本達新臺幣五十億元以上者","汽車工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","香港商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","https://pressroom.hotaimotor.com.tw/csr","t100sa11_2207_110.pdf","111/06/30","https://pressroom.hotaimotor.com.tw/en/article/e2HTThs5M","t100sa11_2207_110_E.pdf","2022/09/13","","","","","PU01@hotaimotor.com.tw","",
"2208","台船","　　CSBC","5.股本達新臺幣五十億元以上者","航運業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www2.csbcnet.com.tw/csr/download.htm","t100sa11_2208_110.pdf","111/06/28","","","","","","","","094406@csbcnet.com.tw","無",
"2211","長榮鋼","EGST","6.係自願編製與申報","鋼鐵工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.evergreennet.com/fileList","t100sa11_2211_110.pdf","111/06/29","https://www.evergreennet.com/en/fileList","t100sa11_2211_110_E.pdf","2022/08/22","","","","","elizawang@evergreennet.com","無",
"2227","裕日車","YNM","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://new.nissan.com.tw/nissan/brand/csr#/social_resposibility","t100sa11_2227_110.pdf","111/06/28","","","","","","","","pin.hu@yulon-nissan.com.tw","",
"2241","艾姆勒","Amulaire","6.係自願編製與申報","汽車工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.amulaire.com/csr","t100sa11_2241_110.pdf","111/06/30","","","","","","","","ir@amulaire.com","",
"2301","光寶科","LTC","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第2類型(Type2) 高度保證","https://www.liteon.com/zh-tw/globalcitizenship/365","t100sa11_2301_110.pdf","111/06/30","","","","","","t100sa11_2301_110_M_E.pdf","2022/08/23","CSR@liteon.com","無",
"2303","聯電","UMC","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技(股)公司(SGS Taiwan Ltd.)","AA1000 第2類型(Type2) 高度保證","https://www.umc.com/zh-TW/Download/corporate_sustainability_reports","t100sa11_2303_110.pdf","111/06/29","https://www.umc.com/en/Download/corporate_sustainability_reports","t100sa11_2303_110_E.pdf","2022/06/29","","","","","csr@umc.com","",
"2308","台達電","DELTA","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","PwC 資誠聯合會計師事務所","ISAE3000","https://esg.deltaww.com/CSR-Reports","t100sa11_2308_110.pdf","111/08/31","https://esg.deltaww.com/en/CSR-Reports","t100sa11_2308_110_E.pdf","2022/08/31","","","","","csr@deltaww.com","其他查驗: SGS 台灣檢驗科技股份有限公司 AA1000 Type 2 高度保證等級",
"2312","金寶","KINPO","5.股本達新臺幣五十億元以上者","其他電子業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","ISAE3000","https://www.kinpo.com.tw/zh-TW/document-center#%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8","t100sa11_2312_110.pdf","111/09/29","https://www.kinpo.com.tw/en-US/document-center#Sustainability%20Reports","t100sa11_2312_110_E.pdf","2022/12/30","","","","","kinpo_esg@kinpo.com.tw","無",
"2313","華通","COMPEQ MANUFACT","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","TUV NORD","AA1000 第1類型(Type1) 中度保證","http://www.compeq.com.tw/duty03.php","t100sa11_2313_110.pdf","111/06/22","","","","","111/06/22","t100sa11_2313_110_M_E.pdf","2022/08/02","lianhsu@compeq.com.tw","",
"2317","鴻海","HON HAI","5.股本達新臺幣五十億元以上者","其他電子業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","bsi","AA1000 第1類型(Type1) 中度保證","https://www.foxconn.com/zh-tw/CSR/csr-report","t100sa11_2317_110.pdf","111/06/30","https://www.foxconn.com/en-us/CSR/csr-report","t100sa11_2317_110_E.pdf","2022/12/26","","","","","fgsc-03@foxconn.com","",
"2323","中環","CMC","5.股本達新臺幣五十億元以上者","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.cmcnet.com.tw","t100sa11_2323_110.pdf","111/06/30","","","","","","","","csr@cmcnet.com.tw","",
"2324","仁寶","Compal","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS臺灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","https://www.compal.com/CSR/ZH/download.aspx","t100sa11_2324_110.pdf","111/06/29","https://www.compal.com/CSR/ZH/download.aspx","t100sa11_2324_110_E.pdf","2022/09/06","t100sa11_2324_110_M.pdf","111/09/06","t100sa11_2324_110_M_E.pdf","2022/09/06","Lisa_Sung@compal.com","",
"2327","國巨","YAGEO","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.yageo.com/upload/media/about/ESG/2021/YAGEO_ESG2021_tw.pdf","t100sa11_2327_110.pdf","111/09/20","https://www.yageo.com/upload/media/about/ESG/2021/YAGEO_ESG2021_en.pdf","t100sa11_2327_110_E.pdf","2022/11/29","","","","2022/11/29","csr@yageo.com","",
"2328","廣宇","PI","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.panpi.com.tw/tw/sustainability/csr_reports","t100sa11_2328_110.pdf","111/06/30","","","","","","","","john.kuo@panpi.com.tw","無",
"2329","華泰","OSE","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.ose.com.tw/about/about-ose/contact/#downloads","t100sa11_2329_110.pdf","111/06/30","","","","","","","","csr@ose.com.tw","",
"2330","台積電","TSMC","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","立恩威國際驗證公司，採用DNV VeriSustainTM Protocol，與AA1000當責性原則標準及ISAE3000認證準則一致","其他","https://esg.tsmc.com/download/file/2021_sustainabilityReport/chinese/c-all.pdf","t100sa11_2330_110.pdf","111/06/30","https://esg.tsmc.com/download/file/2021_sustainabilityReport/english/e-all.pdf","t100sa11_2330_110_E.pdf","2022/06/30","","","","","esg@tsmc.com","",
"2331","精英","ECS","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.ecs.com.tw","t100sa11_2331_110.pdf","111/06/28","https://www.ecs.com.tw/en","t100sa11_2331_110_E.pdf","2022/12/28","","","","","axlender.lin@ecs.com.tw","",
"2332","友訊","D-LINK","5.股本達新臺幣五十億元以上者","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS台灣檢驗科技(股)公司","AA1000 第2類型(Type2) 中度保證","https://www.dlinktw.com.tw/about/dlink/7","t100sa11_2332_110.pdf","111/06/30","https://www.dlinktw.com.tw/about/dlink/7","t100sa11_2332_110_E.pdf","2022/09/30","","","","","csr@dlinkcorp.com","無",
"2337","旺宏","Macronix","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx","t100sa11_2337_110.pdf","111/06/30","https://www.macronix.com/en-us/about/CSR/Pages/CSR-report.aspx","t100sa11_2337_110_E.pdf","2022/10/11","","","","","pubcsr@mxic.com.tw","",
"2338","光罩","TMC","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.tmcnet.com.tw/CSR.aspx","t100sa11_2338_110.pdf","111/12/29","","","","","","","","chris_tsai@tmcnet.com.tw","無。",
"2340","台亞","TASC","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.tascsemi.com/now-csr-reports.aspx","t100sa11_2340_110.pdf","111/06/30","","","","","","","","Jill.Kuo@tascsemi.com","",
"2344","華邦電","WEC","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.winbond.com/hq/about-winbond/csr-new/downloads/?__locale=zh_TW","t100sa11_2344_110.pdf","111/06/28","https://www.winbond.com/hq/about-winbond/csr-new/downloads/?__locale=en","t100sa11_2344_110_E.pdf","2022/08/29","t100sa11_2344_110_M.pdf","111/08/29","","2022/08/25","yhlo@winbond.com","",
"2345","智邦","ACCTON","5.股本達新臺幣五十億元以上者","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.accton.com.tw/esg-home/","t100sa11_2345_110.pdf","111/06/28","","","","t100sa11_2345_110_M.pdf","111/07/11","","","csr@accton.com","",
"2347","聯強","Synnex","5.股本達新臺幣五十億元以上者","電子通路業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.synnex-grp.com/tw/esg-report","t100sa11_2347_110.pdf","111/09/29","https://www.synnex-grp.com/en/esg-report","t100sa11_2347_110_E.pdf","2022/12/28","","","","","csr@synnex.com.tw","",
"2349","錸德","RITEK","5.股本達新臺幣五十億元以上者","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.ritek.com.tw","t100sa11_2349_110.pdf","111/06/17","","","","","111/06/17","","","lsl@ritek.com.tw","",
"2351","順德","SDI","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI）","AA1000 第1類型(Type1) 中度保證","https://www.sdi.com.tw/csr.php","t100sa11_2351_110.pdf","111/09/30","https://www.sdi.com.tw/en/csr.php","t100sa11_2351_110_E.pdf","2022/12/30","","","","","fion@email.sdi.com.tw","",
"2352","佳世達","Qisda","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司(BVC)","AA1000 第2類型(Type2) 高度保證","https://www.qisda.com.tw/page.aspx?uid=8","t100sa11_2352_110.pdf","111/06/29","https://csr.qisda.com/en/csr.asp?ca=12","t100sa11_2352_110_E.pdf","2023/03/09","","","","","Ves.Lu@Qisda.com","",
"2353","宏碁","ACER","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS  (採用ISAE3000)","其他","https://www.acer-group.com/userfiles/2021_Acer_Sustainability_Report_zh.pdf","t100sa11_2353_110.pdf","111/06/29","https://www.acer-group.com/userfiles/2021_Acer_Sustainability_Report.pdf","t100sa11_2353_110_E.pdf","2022/10/04","t100sa11_2353_110_M.pdf","111/10/04","","2022/10/04","cr@acer.com","",
"2354","鴻準","FTC","5.股本達新臺幣五十億元以上者","其他電子業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.foxconntech.com.tw/CSR/annual-report/","t100sa11_2354_110.pdf","111/06/28","","","","","","","","c.k.liu@foxconn.com","",
"2356","英業達","INVENTEC","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司SGS","AA1000 第2類型(Type2) 高度保證","https://www.inventec.com/tw/csr-4","t100sa11_2356_110.pdf","111/06/23","https://www.inventec.com/en/csr-4","t100sa11_2356_110_E.pdf","2022/11/16","","111/06/23","","","tsai.wesley@inventec.com","",
"2357","華碩","ASUSTEK","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","2. 其他依循標準：GRI準則(2021)","其他查驗證單位：","SGS台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 高度保證","http://csr.asus.com/english/file/ASUS_Detailed_2021_CHN.pdf","t100sa11_2357_110.pdf","111/06/30","http://csr.asus.com/english/file/ASUS_Detailed_2021_EN.pdf","t100sa11_2357_110_E.pdf","2023/03/14","","","","","stakeholder@asus.com","為了報告完整性，部份內容涵蓋2019-2022年的成果與績效。",
"2360","致茂","CHROMA","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","Bureau Veritas 台灣分公司","AA1000 第1類型(Type1) 中度保證","https://csr.chromaate.com/tw/downloads-tc","t100sa11_2360_110.pdf","111/06/28","https://csr.chromaate.com/en/downloads-en","t100sa11_2360_110_E.pdf","2022/09/28","","","","","jinn@chroma.com.tw","",
"2362","藍天","CLEVO CO.","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","https://www.clevo.com.tw","t100sa11_2362_110.pdf","111/08/31","https://www.clevo.com.tw","t100sa11_2362_110_E.pdf","2022/09/30","","","","","sophie@clevo.com.tw","",
"2363","矽統","SiS","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.sis.com","t100sa11_2363_110.pdf","111/06/30","","","","","","","","IR@sis.com","無",
"2367","燿華","UNITECH","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會BSI","AA1000 第1類型(Type1) 中度保證","https://www.pcbut.com.tw/portal/inner-page.html?P=6&SP=7","t100sa11_2367_110.pdf","111/06/24","https://www.pcbut.com.tw/portal/en/inner-page.html?P=6&SP=7","t100sa11_2367_110_E.pdf","2022/10/27","t100sa11_2367_110_M.pdf","111/10/27","","","genie-chen@pcbut.com.tw","",
"2368","金像電","GCE","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.gce.com.tw/csrreport.html","t100sa11_2368_110.pdf","111/06/30","https://www.gce.com.tw/en/csrreport.html","t100sa11_2368_110_E.pdf","2022/12/12","","","","","Jean_lu@gce.com.tw","",
"2369","菱生","LPI","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.lingsen.com.tw/webc/html/csr/CSR-Report.aspx","t100sa11_2369_110.pdf","111/09/28","https://www.lingsen.com.tw/webe/html/csr/CSR-report.aspx","t100sa11_2369_110_E.pdf","2022/09/28","","","","","emmalu@lingsen.com.tw","",
"2371","大同","TATUNG COMPANY","5.股本達新臺幣五十億元以上者","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","香港商漢德技術監督服務亞太有限公司台灣分公司(TUV NORD)","AA1000 第2類型(Type2) 高度保證","http://www.tatung.com.tw/Content/csr-report.asp","t100sa11_2371_110.pdf","111/06/29","https://www.tatung.com/Content-EN/csr-report.asp","t100sa11_2371_110_E.pdf","2022/08/17","","","","","h.s.chang@tatung.com","無",
"2376","技嘉","GIGABYTE","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://csr.gigabyte.tw/sustainibility-report/","t100sa11_2376_110.pdf","111/06/29","https://csr.gigabyte.tw/en/csr-report-en/","t100sa11_2376_110_E.pdf","2022/09/28","","","","2022/09/27","CSR@gigabyte.com","無",
"2377","微星","MSI","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://tw.msi.com/about/investor","t100sa11_2377_110.pdf","111/06/28","https://www.msi.com/about/investor","t100sa11_2377_110_E.pdf","2022/09/16","","","","","briancahuang@msi.com","無",
"2379","瑞昱","RT","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司(SGS)","AA1000 第1類型(Type1) 中度保證","https://www.realtek.com/images/csr/Realtek_2021_ESG_Report.pdf","t100sa11_2379_110.pdf","111/06/30","https://www.realtek.com/en/en-csr/en-csr-report-download","t100sa11_2379_110_E.pdf","2022/09/15","","","","","RT_CSR@realtek.com","無",
"2382","廣達","QCI","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BV 台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 高度保證","https://www.quantatw.com/Quanta/chinese/esg/ESG2021/index.html","t100sa11_2382_110.pdf","111/06/29","https://www.quantatw.com/Quanta/english/esg/ESG2021/index.html","t100sa11_2382_110_E.pdf","2022/06/29","","","","","isabella.huang@quantatw.com","NA",
"2383","台光電","EMC","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.emctw.com/zh-TW","t100sa11_2383_110.pdf","111/06/22","https://www.emctw.com/en-global","t100sa11_2383_110_E.pdf","2022/06/22","","111/06/22","","2022/06/22","candy@mail.emctw.com","無",
"2385","群光","CHICONY","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","Bureau Veritas","AA1000 第1類型(Type1) 中度保證","http://www.chicony.com.tw/","t100sa11_2385_110.pdf","111/06/28","http://www.chicony.com.tw/","t100sa11_2385_110_E.pdf","2022/07/29","","","","","Helen_Chao@chicony.com","",
"2392","正崴","FOXLINK","5.股本達新臺幣五十億元以上者","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://www.foxlink.com/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/","t100sa11_2392_110.pdf","111/06/30","https://www.foxlink.com/web/en/corporate-responsibility/","t100sa11_2392_110_E.pdf","2022/07/21","t100sa11_2392_110_M.pdf","111/06/30","","","tpliu@foxlink.com","無",
"2393","億光","EVERLIGHT","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","香港商漢德技術監督服務亞太有限公司台灣分公司","AA1000 第1類型(Type1) 中度保證","https://www.everlight.com/csr11","t100sa11_2393_110.pdf","111/09/05","https://en.everlight.com/csr11","t100sa11_2393_110_E.pdf","2022/09/05","","","","","legal@everlight.com","無",
"2395","研華","ACL","5.股本達新臺幣五十億元以上者","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS Taiwan Ltd","AA1000 第2類型(Type2) 高度保證","https://csr.advantech.com/zh-tw/downloads","t100sa11_2395_110.pdf","111/06/13","https://csr.advantech.com/en-us/downloads","t100sa11_2395_110_E.pdf","2022/06/13","","111/06/13","","2022/06/13","csr@advantech.com","無",
"2401","凌陽","SUNPLUS","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://WWW.SUNPLUS.COM","t100sa11_2401_110.pdf","111/05/27","","","","","111/05/27","","","nicole@sunplus.com","無",
"2404","漢唐","UIS","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.uisco.com.tw/ESG_UIS_ALL.pdf","t100sa11_2404_110.pdf","111/08/15","","","","","","","","nina@uisco.com.tw","本報告書的主體為台灣母公司",
"2406","國碩","GSC","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.gigastorage.com.tw/csr.aspx?id=386","t100sa11_2406_110.pdf","111/06/28","","","","","","","","brian@gigastorage.com.tw","無",
"2408","南亞科","NTC","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第2類型(Type2) 高度保證","https://www.nanya.com","t100sa11_2408_110.pdf","111/06/29","https://www.nanya.com","t100sa11_2408_110_E.pdf","2022/08/31","","","","","NTCCSR@ntc.com.tw","",
"2409","友達","AUO","5.股本達新臺幣五十億元以上者","光電業","110/01/01~110/12/31","2. 其他依循標準：依循GRI 準則及SASB","會計師事務所：","安侯建業聯合會計師事務所(KPMG)","ISAE3000","https://csr.auo.com/tw/download/c1","t100sa11_2409_110.pdf","111/06/30","https://csr.auo.com/en/download/c1","t100sa11_2409_110_E.pdf","2022/06/30","","","","","CSR@auo.com","",
"2412","中華電","CHT","5.股本達新臺幣五十億元以上者","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS Taiwan","AA1000 第2類型(Type2) 高度保證","https://www.cht.com.tw/zh-tw/home/cht/esg/esg-report/sustainability-esg-report","t100sa11_2412_110.pdf","111/06/30","https://www.cht.com.tw/en/home/cht/esg/esg-report/sustainability-esg-report","t100sa11_2412_110_E.pdf","2022/09/01","","","","","chtcsr@cht.com.tw","報告書為求完整性，部分內容回溯2020年或擴及2022年的績效",
"2417","圓剛","AVERMEDIA","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司(SGS)","AA1000 第1類型(Type1) 中度保證","http://ir.avermedia.com/irwebsite_c/#management_policy","t100sa11_2417_110.pdf","111/09/30","","","","","","","","ir@avermedia.com","無",
"2419","仲琦","H.T.","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司 Bureau Veritas Certification (Taiwan)","AA1000 第2類型(Type2) 中度保證","https://www.hitrontech.com/zh-tw/esg/","t100sa11_2419_110.pdf","111/06/22","","","","","111/06/22","","","derong_kong@hitrontech.com","",
"2420","新巨","ZIPPY","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.zippy.com/zh-tw/csrresponse.aspx","t100sa11_2420_110.pdf","111/08/29","https://www.zippy.com/csrresponse.aspx","t100sa11_2420_110_E.pdf","2022/08/29","","","","","care@zippy.com.tw","",
"2421","建準","SUNON","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.sunon.com/csr.aspx","t100sa11_2421_110.pdf","111/07/05","https://www.sunon.com/en/CSR.aspx","t100sa11_2421_110_E.pdf","2022/07/29","","","","","sunon.csr@sunon.com","無",
"2423","固緯","GW","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.gwinstek.com/zh-TW","t100sa11_2423_110.pdf","111/09/13","","","","","","","","alex_chen@goodwill.com.tw","無",
"2439","美律","MERRY","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS(台灣檢驗科技股份有限公司)","AA1000 第1類型(Type1) 中度保證","https://www.merry.com.tw/page/about/index.aspx?kind=50#","t100sa11_2439_110.pdf","111/06/30","","","","","","t100sa11_2439_110_M_E.pdf","2022/10/13","Merry_PR@merry.com.tw","",
"2441","超豐","GTK","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.greatek.com.tw/business4.html","t100sa11_2441_110.pdf","111/06/22","","","","t100sa11_2441_110_M.pdf","111/06/30","","","ned@greatek .com.tw","無",
"2442","新美齊","JEAN","6.係自願編製與申報","建材營造","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.jean.com.tw/tw/sustainable","t100sa11_2442_110.pdf","111/06/29","","","","","","","","tim.chang@jean.com.tw","無",
"2449","京元電子","KYEC","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技(股)公司(SGS Taiwan Ltd.)","AA1000 第1類型(Type1) 中度保證","http://www.kyec.com.tw/zh-tw/Csr/csrdownload","t100sa11_2449_110.pdf","111/06/30","","","","t100sa11_2449_110_M.pdf","111/08/10","","","電子郵件：neilchung@kyec.com.tw","無",
