公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"4714","永捷","UB　　","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則公報第一號","https://www.u-best-inno.com/?%E6%8A%95%E8%B3%87%E4%BA%BA%E5%B0%88%E5%8D%80,64","t100sa11_4714_110.pdf","111/08/29","","","","","","","","ub1234@ms12.hinet.net","",
"4716","大立","DAILY　　","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","http://www.daily-polymer.com/zh-tw/","t100sa11_4716_110.pdf","111/09/30","","","","","","","","dlgl10@mail.daily-polymer.com;dlvipd@mail.daily-polymer.com","無",
"4721","美琪瑪","mechema　","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永會計師事務所","確信準則公報第一號","http://www.mechema.com","t100sa11_4721_110.pdf","111/06/30","","","","","","","","monica@mechema.com","",
"4741","泓瀚","Jetbest","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","正大聯合會計師事務所","確信準則公報第一號","http://www.jetbest.com/tw/csr.html","t100sa11_4741_110.pdf","111/09/13","","","","","","","","Jennifer@jetbest.com","",
"4743","合一","ONENESS BIOTECH","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS台灣檢驗科技","AA1000 第1類型(Type1) 中度保證","https://www.onenessbio.com/tc/csr_detail23_0.htm","t100sa11_4743_110.pdf","111/06/29","https://www.onenessbio.com/en/csr_detail23_0.htm","t100sa11_4743_110_E.pdf","2022/11/21","t100sa11_4743_110_M.pdf","111/11/21","t100sa11_4743_110_M_E.pdf","2022/11/21","csr_onenessbio@onenessbio.com.tw","無",
"4754","國碳科","INCA","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則公報第一號","https://www.incatech.com.tw/page/investors/index.aspx?root=18&kind=21","t100sa11_4754_110.pdf","111/09/07","","","","t100sa11_4754_110_M.pdf","111/09/08","","","polin@incatech.com.tw","",
"4767","誠泰科技","CHETAY","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http://www.chetay.com.tw/","t100sa11_4767_110.pdf","111/09/22","http://www.chetay.com.tw/","t100sa11_4767_110_E.pdf","2022/09/22","","","","","ct4767@mail.cherngtay.com","無",
"4931","新盛力","STL","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.stl-tech.com/about2.asp","t100sa11_4931_110.pdf","111/09/23","http://www.stl-tech.com/about2.asp","t100sa11_4931_110_E.pdf","2022/09/23","","","","","hr@stl-tech.com","無",
"4953","緯軟","WITS","6.係自願編製與申報","資訊服務業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.wistronits.com/tw/esg/corporate-sustainability/download/","t100sa11_4953_110.pdf","111/06/28","https://www.wistronits.com/en/esg/report/","t100sa11_4953_110_E.pdf","2022/10/13","","","","","HanYuHuang@wistronits.com","",
"4966","譜瑞-KY","Parade","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.paradetech.com/zh-hant/","t100sa11_4966_110.pdf","111/05/27","https://www.paradetech.com/","","","","111/05/27","","","csr@paradetech.com","無",
"4979","華星光","LuxNet","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.luxnetcorp.com.tw/resource_support.php","t100sa11_4979_110.pdf","111/09/26","","","","","","","","csr@luxnetcorp.com.tw","",
"4995","晶達","Litemax","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://irs.litemax.com/investors/report/","t100sa11_4995_110.pdf","111/08/03","","","","","","","","carol_hung@litemax.com.tw","",
"5009","榮剛","GMTC　","6.係自願編製與申報","鋼鐵工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","http://www.gmtc.com.tw/csr_download.php","t100sa11_5009_110.pdf","111/06/30","http://www.gmtc.com.tw/csr_download.php","t100sa11_5009_110_E.pdf","2022/07/14","t100sa11_5009_110_M.pdf","111/07/14","","","cuber@gmtc.com.tw","",
"5013","強新","NEW BEST","6.係自願編製與申報","鋼鐵工業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.newbest.com.tw/investor-re.html","t100sa11_5013_110.pdf","111/11/03","","","","","","","","sandy2@newbest.com.tw","無",
"5209","新鼎","CTCI ASI","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司(SGS TAIWAN)","AA1000 第2類型(Type2) 高度保證","http://www.asi.ctci.com/www/ASI/csr/upload/page/PG227-F0.pdf","t100sa11_5209_110.pdf","111/08/24","","","","","","","","yachi@ctci.com","",
"5227","立凱-KY","Aleees","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英商標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://www.aleees.com/zh/csr/download-csr-report/","t100sa11_5227_110.pdf","111/06/30","","","","","","","","CSR@alechem.com","無",
"5263","智崴","BROGENT","6.係自願編製與申報","文化創意業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI英國標準協會","AA1000 第1類型(Type1) 中度保證","https://www.brogent.com/zh-tw/csr-report.html","t100sa11_5263_110.pdf","111/09/13","https://www.brogent.com/en/csr-report.html","t100sa11_5263_110_E.pdf","2022/09/13","","","","","web@brogent.com","",
"5274","信驊","ASPEED","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.aspeedtech.com","t100sa11_5274_110.pdf","111/09/29","http://www.aspeedtech.com","t100sa11_5274_110_E.pdf","2022/11/28","t100sa11_5274_110_M.pdf","111/11/28","","","tingi_chueh@aspeedtech.com","",
"5289","宜鼎","Innodisk","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://esg.innodisk.com/zh/download/csr","t100sa11_5289_110.pdf","111/07/27","https://esg.innodisk.com/zh/download/csr","t100sa11_5289_110_E.pdf","2022/11/21","","","","","InnodiskCSR@innodisk.com","無。",
"5299","杰力","EMC","6.係自願編製與申報","半導體業","110/01/01~110/12/31","2. 其他依循標準：報告書包含GRI準則永續性報告指南中的標準揭露。","無","無資料","無資料","https://www.excelliancemos.com/esg/20/","t100sa11_5299_110.pdf","111/09/28","https://www.excelliancemos.com/en/esg/20/","t100sa11_5299_110_E.pdf","2022/12/23","","","","","speaker@excelliancemos.com","",
"5301","寶得利","CJW","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","遠見國際會計師事務所","確信準則公報第一號","https://www.cjwtaiwan.com/csr_report.php","t100sa11_5301_110.pdf","111/09/29","","","","","","","","morris@cjwtaiwan.com","",
"5309","系統電","SG　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.sysgration.com/zh-tw/","t100sa11_5309_110.pdf","111/09/28","https://www.sysgration.com/zh-tw/","t100sa11_5309_110_E.pdf","2022/10/27","","","","","esgteam@sysgration.com","",
"5347","世界","VIS","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","https://www.vis.com.tw/tc/csr_documents","t100sa11_5347_110.pdf","111/06/29","https://www.vis.com.tw/en/csr_documents","t100sa11_5347_110_E.pdf","2022/06/29","","","","","dana_tsai@vis.com.tw","",
"5356","協益","SIRTEC　","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.sirtec.com.tw/up/SIRTEC_CSR_2021.pdf","t100sa11_5356_110.pdf","111/09/27","","","","","","","","tlkung@sirtec.com.tw","",
"5364","力麗店","LEALEA HOTELS","6.係自願編製與申報","觀光餐旅","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","","t100sa11_5364_110.pdf","111/09/30","","","","","","","","csr@lealeahotel.com.tw","無",
"5371","中光電","Coretronic　","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 高度保證","http://www.coretronic.com/csr/report","t100sa11_5371_110.pdf","111/06/30","https://www.coretronic.com/en/csr/report/LWlXWq/download/Coretronic-2021-ESG-Report_EN_OTC.pdf","t100sa11_5371_110_E.pdf","2022/12/27","","","","","csr@coretronic.com","",
"5426","振發","　CF　","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","2. 其他依循標準：GRI G3.1","無","無資料","無資料","http://www.chengfwa.com.tw","t100sa11_5426_110.pdf","111/06/27","","","","","","t100sa11_5426_110_M_E.pdf","2023/03/14","tinaling@chengfwa.com.tw","無",
"5457","宣德","SPEED TECH　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","其他","https://www.speedtech.com.tw/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/","t100sa11_5457_110.pdf","111/09/20","","","","","","","","sandyhuang@speedtech.com.tw;leochung@speedtech.com.tw","",
"5478","智冠","SOFT-WORLD","6.係自願編製與申報","文化創意業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.soft-world.com/Investors/Policy?EKind=1052","t100sa11_5478_110.pdf","111/09/30","https://www.soft-world.com/en/esg.html","t100sa11_5478_110_E.pdf","2022/09/30","","","","","csr@soft-world.com.tw","",
"5483","中美晶","SAS　　","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","DNV-GL","其他","https://www.saswafer.com/%e8%b3%87%e8%a8%8a%e4%b8%ad%e5%bf%83/","t100sa11_5483_110.pdf","111/06/27","https://www.saswafer.com/en/information-center_en/","t100sa11_5483_110_E.pdf","2022/08/05","","","","","Linda@saswafer.com","無",
"5511","德昌","TE  CHANG　","6.係自願編製與申報","建材營造","110/01/01~110/12/31","2. 其他依循標準：GRI 永續報導準則；TCFD氣候相關財務揭露；SASB準則","其他查驗證單位：","法國標準協會(AFNOR)","AA1000 第1類型(Type1) 中度保證","http://www.tccon.com.tw/#","t100sa11_5511_110.pdf","111/09/26","","","","","","","","maggie.wang@tccon.com.tw","",
"5512","力麒","RICH　　","5.股本達新臺幣五十億元以上者","建材營造","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.rhd.com.tw/service/csr.php","t100sa11_5512_110.pdf","111/06/23","","","","","111/06/23","","","jefflin@rhd.com.tw","無",
"5530","龍巖","LUNG YEN","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.lyls.com.tw/sitePage/ESG","t100sa11_5530_110.pdf","111/07/29","https://www.lyls.com.tw/sitePage/ESG","t100sa11_5530_110_E.pdf","2022/09/19","","","","","janet@lyls.com.tw","無",
"5536","聖暉*","ACTER","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會BSI Taiwan","AA1000 第1類型(Type1) 中度保證","https://www.acter.com.tw/csr/download","t100sa11_5536_110.pdf","111/07/05","https://www.acter.com.tw/en/csr/download","t100sa11_5536_110_E.pdf","2023/01/31","","","","","Phoebe_Wu@acter.com.tw","",
"5703","亞都麗緻","Landis Taipei　","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","110/01/01~110/12/31","2. 其他依循標準：GRI準則、SASB準則","會計師事務所：","國富浩華聯合會計師事務所","確信準則公報第一號","https://taipei.landishotelsresorts.com/chinese-trad/about.php?id=54","t100sa11_5703_110.pdf","111/09/22","","","","","","t100sa11_5703_110_M_E.pdf","2022/12/30","center.chchiu@landisgroup.com.tw","無",
"5864","致和證","　CIS　","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","正風聯合會計師事務所","確信準則公報第一號","https://www.wintan.com.tw/ir_content.php?m=5&i=1","t100sa11_5864_110.pdf","111/09/26","","","","t100sa11_5864_110_M.pdf","111/09/30","","","wendy0587@jyhher.com.tw","",
"5878","台名","TABC","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.tabc.com.tw/duty.aspx?id=1061","t100sa11_5878_110.pdf","111/09/23","https://www.tabc.com.tw/duty.aspx?id=1061","t100sa11_5878_110_E.pdf","2023/01/31","","","","","ESG@tabc.com.tw","",
"5902","德記","Tait","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","居家生活","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.tait.com.tw/tw/investors/csr.aspx","t100sa11_5902_110.pdf","111/08/31","","t100sa11_5902_110_E.pdf","2022/10/13","","","t100sa11_5902_110_M_E.pdf","2022/10/13","jane-hsu@taitnet.com.tw","無",
"5903","全家","FamilyMart　　","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","居家生活","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.family.com.tw/NewEnterprise/CSR/SustainableDevelopment/Article/60","t100sa11_5903_110.pdf","111/06/24","https://www.family.com.tw/NewEnterprise/CSR/SustainableDevelopment/Article/60","t100sa11_5903_110_E.pdf","2022/09/22","","","","","smile@family.com.tw","",
"5904","寶雅","Poya　　","6.係自願編製與申報","居家生活","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.poya.com.tw/en/csr_report_ch.html","t100sa11_5904_110.pdf","111/09/05","https://www.poya.com.tw/en/csr_report.html","t100sa11_5904_110_E.pdf","2022/11/16","","","","","stella.ko@poya.com.tw","",
"6015","宏遠證","HORIZON Sec.","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永會計師事務所","確信準則公報第一號","https://www.honsec.com.tw/about/?l=3&id=24","t100sa11_6015_110.pdf","111/09/21","","","","","","","","victoria.wang@honsec.com.tw","",
"6016","康和證","concords　　","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會台灣分公司(BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","https://www.concords.com.tw/about/csr/csr-report.htm?mnu=04","t100sa11_6016_110.pdf","111/08/23","","","","","","t100sa11_6016_110_M_E.pdf","2022/09/28","chin.ya@concords.com.tw","本公司英文版報告書預計111/09/30前完成",
"6020","大展證","TACHAN","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","https://www.tachan.com.tw","t100sa11_6020_110.pdf","111/06/21","","","","t100sa11_6020_110_M.pdf","111/09/26","","","890077@tachan.com.tw","",
"6021","美好證","FINANCE","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.tcstock.com.tw/web/","t100sa11_6021_110.pdf","111/09/19","","","","","","t100sa11_6021_110_M_E.pdf","2022/09/30","csr@goodfinance.com","",
"6023","元大期貨","Yuanta Futures","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.yuantafutures.com.tw/csr_01","t100sa11_6023_110.pdf","111/09/28","","","","","","","","linda0204@yuanta.com","本報告書並經BSI英國標準協會驗證通過，採用標準為AA1000 第1類型(Type1) 中度保證。",
"6026","福邦證","GFS","4.屬金融保險業者","金融業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.gfortune.com.tw/Static/%E6%8A%95%E8%B3%87%E4%BA%BA%E5%B0%88%E5%8D%80/%E5%85%AC%E5%8F%B8%E8%87%AA%E7%90%86%E5%B0%88%E5%8D%80/110%E5%B9%B4%E5%BA%A6%E7%A6%8F%E9%82%A6%E8%AD%89%E5%88%B8%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-ESG%E5%85%A8%E6%96%87.pdf","t100sa11_6026_110.pdf","111/09/29","","","","","","","","hankchou@mail.gfortune.com.tw","",
"6121","新普","SMP　","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS台灣檢驗科技股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.simplo.com.tw/edcontent.php?lang=tw&tb=8&id=813&cid=141","t100sa11_6121_110.pdf","111/10/28","https://www.simplo.com.tw/edcontent.php?lang=en&tb=8&cid=295","t100sa11_6121_110_E.pdf","2022/12/12","","","","","ESG@simplo.com.tw","",
"6147","頎邦","CHIPBOND　","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司 (SGS Taiwan Ltd.)","AA1000 第1類型(Type1) 中度保證","https://csr.chipbond.com.tw/csrReport/csrReportDownload","t100sa11_6147_110.pdf","111/06/30","https://csr.chipbond.com.tw/csrReport/csrReportDownload","t100sa11_6147_110_E.pdf","2022/12/06","","","","","crystalhsieh@chipbond.com.tw","無。",
"6173","信昌電","P.D.C.　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.pdc.com.tw/esg.pdf","t100sa11_6173_110.pdf","111/09/14","","","","","","","","summer_lou@pdc.com.tw","",
"6180","橘子","GAMANIA","6.係自願編製與申報","文化創意業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","ISAE3000","https://esg.gamania.com/","t100sa11_6180_110.pdf","111/08/30","https://esg.gamania.com/","t100sa11_6180_110_E.pdf","2022/08/30","","","","","alanhsu@gamania.com","",
"6182","合晶","WAFER WORKS","5.股本達新臺幣五十億元以上者","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.waferworks.com/uploads/esg/esg_report/esg_2021.pdf","t100sa11_6182_110.pdf","111/06/20","https://www.waferworks.com/uploads/esg/esg_report/esg_2021_en.pdf","t100sa11_6182_110_E.pdf","2022/12/30","","111/06/20","","","A00@waferworks.com","",
"6187","萬潤","ALL RING","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=3","t100sa11_6187_110.pdf","111/09/28","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=2","t100sa11_6187_110_E.pdf","2022/12/14","","","","","sp.hsieh@allring-tech.com.tw","無",
"6207","雷科","LASERTEK","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.lasertek.com.tw/website/download/csr/2021_esg_foundation_report.pdf","t100sa11_6207_110.pdf","111/12/08","","","","","","","","vivian@lasertek.com.tw","",
"6208","日揚","Htc","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.htcvacuum.com/zh-tw/about/index/corporate-social-responsibility","t100sa11_6208_110.pdf","111/08/15","","","","","","","","emma.luo@high-light.com.tw","",
"6220","岳豐","YFC-BONEAGLE","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.cables.com.tw","t100sa11_6220_110.pdf","111/09/08","","","","","","","","maya@cables.com.tw","無",
"6245","立端","Lanner　","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","法國艾法諾國際驗證機構（AFNOR Group）","AA1000 第1類型(Type1) 中度保證","https://www.lannerinc.com/tw/corporate-tw/social-responsibility","t100sa11_6245_110.pdf","111/07/01","","","","","","","","benjamin_ting@lannerinc.com","無",
"6263","普萊德","Planet","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://www.planet.com.tw/en/csr/csr-reports","t100sa11_6263_110.pdf","111/05/30","www.planet.com.tw/en/csr/csr-reports","t100sa11_6263_110_E.pdf","2023/03/09","","111/05/30","","","natalie@planet.com.tw","無",
"6274","台燿","tuc","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.tuc.com.tw/zh-tw/corporate/id/153","t100sa11_6274_110.pdf","111/06/17","https://www.tuc.com.tw/zh-tw/corporate/id/153","t100sa11_6274_110_E.pdf","2022/07/15","","111/06/17","","","sc.chung@tuc.com.tw","",
"6279","胡連","HU LANE　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.hulane.com","t100sa11_6279_110.pdf","111/06/29","","","","","","","","grace@hulane.com.tw","",
"6284","佳邦","INPAQ　　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.inpaq.com.tw/report.php","t100sa11_6284_110.pdf","111/06/28","https://www.inpaqgp.com/report.php","t100sa11_6284_110_E.pdf","2022/06/28","","","","","sharonchiang@inpaq.com.tw","",
"6446","藥華藥","PEC","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會台灣分公司","AA1000 第1類型(Type1) 中度保證","https://www.pharmaessentia-esg.com/tw/download/detail#section-1","t100sa11_6446_110.pdf","111/06/30","https://www.pharmaessentia-esg.com/en/download/detail#section-1","t100sa11_6446_110_E.pdf","2022/06/30","","","","","CSR-ESG@pharmaessentia.com","",
"6469","大樹","Great Tree","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.greattree.com.tw/article-page/CSR","t100sa11_6469_110.pdf","111/09/30","https://www.greattree.com.tw/article-page/CSR","t100sa11_6469_110_E.pdf","2022/12/27","","","","","stock@greattree.com.tw","無",
"6472","保瑞","Bora","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","https://www.bora-corp.com/tw/ESG/download","t100sa11_6472_110.pdf","111/11/22","https://www.bora-corp.com/ESG/strategy/goal","t100sa11_6472_110_E.pdf","2022/11/22","","","","","Ted.Feng@bora-corp.com","",
"6486","互動","IDT","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.idtech.com.tw/resource_report.php?rli=2","t100sa11_6486_110.pdf","111/06/10","","","","","111/06/10","","","kaichien@idtech.com.tw","",
"6488","環球晶","GWC","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","DNV GL Business Assurance Co., Ltd","其他","https://www.sas-globalwafers.com/csr/","t100sa11_6488_110.pdf","111/06/29","https://www.sas-globalwafers.com/en/esg/","t100sa11_6488_110_E.pdf","2022/08/03","t100sa11_6488_110_M.pdf","111/08/03","","","GWCIR@sas-globalwafers.com","無",
"6496","科懋","Excelsior","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.excelsiorgroup.com.tw/governance_1.html","t100sa11_6496_110.pdf","111/09/30","","","","","","","","ir@excelsiorgroup.com.tw","",
"6499","益安","Medeon","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.medeonbio.com/investors-corporate-governance/?lang=zh","t100sa11_6499_110.pdf","111/09/30","","","","","","","","IR@medeonbio.com","",
"6506","雙邦","SBI　　","6.係自願編製與申報","紡織纖維","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.shuang-bang.com/","t100sa11_6506_110.pdf","111/06/20","","","","","111/06/20","","","ayao@sbinet.com.tw","",
"6509","聚和","HOPAX　","3.屬化學工業者","化學工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://www.hopax.com/zh-tw/esg/report-download","t100sa11_6509_110.pdf","111/09/29","https://www.hopax.com/en/esg","t100sa11_6509_110_E.pdf","2022/09/29","","","","","CSR@hopax.com.tw","",
"6510","精測","CHPT","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.cht-pt.com.tw/xmdoc/cont?xsmsid=0M066483433114099713&sid=0M271508232387091212","t100sa11_6510_110.pdf","111/09/28","","","","","","","","mickey@chpt.com","",
"6523","達爾膚","DR.WU","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.drwu.com/pages/investor-csr-report","t100sa11_6523_110.pdf","111/09/30","","","","","","","","service@drwu.com","",
"6538","倉和","Brave Screen","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.bch.com.tw/csr.aspx","t100sa11_6538_110.pdf","111/09/27","","","","","","","","spokesman@bch.com.tw","",
"6542","隆中","GAMESPARCS","6.係自願編製與申報","文化創意業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.gamesparcs.com/csr","t100sa11_6542_110.pdf","111/06/30","","","","","","","","CSR@gamesparcs.com","",
"6548","長科*","CWTC","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.cwtcglobal.com/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB/%E4%B8%8B%E8%BC%89%E5%B0%88%E5%8D%80","t100sa11_6548_110.pdf","111/06/30","","","","t100sa11_6548_110_M.pdf","111/11/21","t100sa11_6548_110_M_E.pdf","2022/11/21","beatrice.yan@cwtcglobal.com","",
"6556","勝品","Topview","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.topviewcorp.com/posts/tw/report_download/","t100sa11_6556_110.pdf","111/08/24","https://www.topviewcorp.com/posts/tw/report_download/","t100sa11_6556_110_E.pdf","2022/08/24","","","","","csr@topviewcorp.com","",
"6561","是方","Chief","6.係自願編製與申報","通信網路業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.chief.com.tw/esg/esg-report/","t100sa11_6561_110.pdf","111/09/27","https://en.chief.com.tw/esg/esg-report/","t100sa11_6561_110_E.pdf","2022/12/02","t100sa11_6561_110_M.pdf","111/09/29","","","sam_shen@chief.com.tw","",
