公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"2010","春源","CHUN YUAN STEEL","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.cysco.com.tw","t100sa11_2010_111.pdf","112/06/27","","","","","","","","eddiewang@cysco.com.tw","",
"2012","春雨","CHUN YU","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.chunyu.com.tw/TW/social_08.html","t100sa11_2012_111.pdf","112/06/30","","","","","","","","wayne.chen@chunyu.com.tw","",
"2013","中鋼構","CSSC","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://csr.cssc.com.tw/cssc_csr/esg_report.php","t100sa11_2013_111.pdf","112/06/30","","","","","","","","20024@cssc.com.tw 19869@cssc.com.tw","",
"2014","中鴻","CHUNG HUNG","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際 ( 股 ) 公司 (Afnor Asia)","AA1000 第1類型(Type1) 中度保證","https://www.chsteel.com.tw/csr/ov/pdf/2022ESG.pdf","t100sa11_2014_111.pdf","112/06/28","","","","","","","","chs@chsteel.com.tw","",
"2015","豐興","FH","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.fenghsin.com.tw/reportdwn.html","t100sa11_2015_111.pdf","112/06/30","","","","","","","","Q2782@fenghsin.com.tw","",
"2017","官田鋼","Quintain Steel","6.係自願編製與申報","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.quintain.com.tw/profile4-2.php?id=16864&lang=tchinese","t100sa11_2017_111.pdf","112/06/28","","","","","","","","u8706001@quintain.com.tw","無",
"2022","聚亨","TYCOONS","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.tycons.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=55&index=1","t100sa11_2022_111.pdf","112/06/14","","","","","","","","supervisor@mail.tycons.com.tw","",
"2023","燁輝","YP","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","國富浩華聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.yiehphui.com.tw/upload/myfiles/csr/ESG_2022.pdf","t100sa11_2023_111.pdf","112/06/30","","","","t100sa11_2023_111_M.pdf","112/07/13","","","CSRmail@yiehphui.com.tw","",
"2027","大成鋼","TC","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","秉承聯合會計師事務所","確信準則3000號(原公報第一號)","http://www.tachen.com.tw/aboutTachenGrp.asp","t100sa11_2027_111.pdf","112/06/28","http://www.tachen.com.tw/aboutTachenGrp.asp","t100sa11_2027_111_E.pdf","2023/08/01","t100sa11_2027_111_M.pdf","112/06/29","","","iris@tachen.com.tw","",
"2028","威致","WEI CHIH","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","法國標協集團-艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","http://www.weichih.com.tw/","t100sa11_2028_111.pdf","112/08/11","","","","","","","","shj96012@weichih.com.tw","",
"2029","盛餘","SYSCO","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.shengyusteel.com/main/csr.aspx","t100sa11_2029_111.pdf","112/06/28","","","","","","","","k_ho@shengyusteel.com","",
"2030","彰源","FROCH","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.froch.com/File/Corporate_Social_Responsibility/2022ESG.pdf","t100sa11_2030_111.pdf","112/06/29","","","","","","","","terry.chang@froch.com","",
"2031","新光鋼","Hkssteel","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://csr.hkssteel.com.tw/download/2022esg.pdf","t100sa11_2031_111.pdf","112/08/15","","","","","","","","hkssteel@ms4.hinet.net","",
"2049","上銀","HIWIN","6.係自願編製與申報","電機機械","111/01/01~111/12/31","2. 其他依循標準：GRI準則、SASB準則及TCFD準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://csr.hiwin.tw","t100sa11_2049_111.pdf","112/06/30","","","","t100sa11_2049_111_M.pdf","112/07/11","","","csr@hiwin.tw","",
"2059","川湖","king slide　","6.係自願編製與申報","電子零組件業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.kingslide.com/csr_report","t100sa11_2059_111.pdf","112/07/03","","","","","","","","haotse.lin@kingslide.com","",
"2101","南港","NK","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","bsi 英國標準協會台灣分公司","AA1000 第1類型(Type1) 中度保證","https://www.nankang-tyre.com/esg","t100sa11_2101_111.pdf","112/06/19","CSRreport@nankang.com.tw","t100sa11_2101_111_E.pdf","2023/06/19","","","","","CSRreport@nankang.com.tw","",
"2102","泰豐","FEDERAL CORP","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://federalcorporation.com.tw/tc/SocialResponsibility.php","t100sa11_2102_111.pdf","112/06/29","","","","","","","","hylu@federaltire.com.tw","",
"2103","台橡","TSRC","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","2. 其他依循標準：GRI 準則、SASB、TCFD","其他查驗證單位：","台灣檢驗科技股份有限公司、本報告書另經安侯建業聯合會計師事務所依確信準則3000號(原公報第一號)驗證","AA1000 第2類型(Type2) 中度保證","https://www.tsrc.com.tw/tw/sustainability/","t100sa11_2103_111.pdf","112/06/28","","","","","","","","karen.li@tsrc-global.com","",
"2105","正新","CST","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.cst.com.tw","t100sa11_2105_111.pdf","112/06/29","","","","t100sa11_2105_111_M.pdf","112/06/30","","","HPLIN@tw.maxxis.com","無。",
"2106","建大","KENDA","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.esg.kenda.com.tw/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8","t100sa11_2106_111.pdf","112/06/30","","","","","","","","kenda@kenda.com.tw","",
"2108","南帝","NANTEX","5.股本達新臺幣二十億元以上者","橡膠工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.nantex.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=522&index=3","t100sa11_2108_111.pdf","112/06/26","","","","","","","","nantex@nantex.com.tw","",
"2201","裕隆","YL","5.股本達新臺幣二十億元以上者","汽車工業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.yulon-motor.com.tw/csr_report.aspx","t100sa11_2201_111.pdf","112/07/31","","","","","","","","ESG@yulon-motor.com.tw","",
"2204","中華","CMC","5.股本達新臺幣二十億元以上者","汽車工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","https://www.china-motor.com.tw/layout2.php?name=CSR%20Report","t100sa11_2204_111.pdf","112/06/30","","","","","","","","lisa.lee@china-motor.com","",
"2206","三陽工業","SYM","5.股本達新臺幣二十億元以上者","汽車工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","亞瑞仕國際認證機構","AA1000 第1類型(Type1) 中度保證","https://www.sanyang.com.tw","t100sa11_2206_111.pdf","112/06/28","","","","","","","","ESG@sym.com.tw","",
"2207","和泰車","HOTAI MOTOR","5.股本達新臺幣二十億元以上者","汽車工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","香港商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","https://pressroom.hotaimotor.com.tw/csr/article/EMIOLumvx","t100sa11_2207_111.pdf","112/06/30","","","","","","","","PU01@hotaimotor.com.tw","",
"2208","台船","　　CSBC","6.係自願編製與申報","航運業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm","t100sa11_2208_111.pdf","112/06/28","","","","","","","","101600@csbcnet.com.tw","配合公司治理評鑑，本次內容新增淨零排放相關政策、TCFD對照表及SADB準則對照表",
"2211","長榮鋼","EGST","5.股本達新臺幣二十億元以上者","鋼鐵工業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","亞瑞仕國際驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.evergreennet.com/fileList","t100sa11_2211_111.pdf","112/06/29","","","","","","","","tomgi@evergreennet.com","",
"2227","裕日車","YNM","6.係自願編製與申報","汽車工業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://new.nissan.com.tw/nissan/brand/csr","t100sa11_2227_111.pdf","112/06/20","","","","","","","","pin.hu@yulon-nissan.com.tw","",
"2301","光寶科","LTC","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第2類型(Type2) 高度保證","https://www.liteon.com/zh-tw/globalcitizenship/365","t100sa11_2301_111.pdf","112/06/30","https://www.liteon.com/en-us/globalcitizenship/365","t100sa11_2301_111_E.pdf","2023/07/31","t100sa11_2301_111_M.pdf","","","","CSR@liteon.com","",
"2303","聯電","UMC","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","DNV立恩威國際驗證","AA1000 第2類型(Type2) 高度保證","https://www.umc.com/zh-TW/Download/corporate_sustainability_reports","t100sa11_2303_111.pdf","112/06/28","https://www.umc.com/en/Download/corporate_sustainability_reports","t100sa11_2303_111_E.pdf","2023/06/28","","","","","csr@umc.com","",
"2312","金寶","KINPO","5.股本達新臺幣二十億元以上者","其他電子業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://esg.kinpo.com.tw/zh-TW/sustainability-reports-download","t100sa11_2312_111.pdf","112/06/30","","","","t100sa11_2312_111_M.pdf","112/07/11","","","KINPO_ESG@kinpo.com.tw","無",
"2313","華通","COMPEQ MANUFACT","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","TUV NORD","AA1000 第1類型(Type1) 中度保證","https://www.compeq.com.tw/duty03.php","t100sa11_2313_111.pdf","112/06/27","","","","","","","","lianhsu@compeq.com.tw","",
"2314","台揚","MTI","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.mtigroup.com/upload/media/about/CSR%20Report/%E5%8F%B0%E6%8F%9A%E4%BC%81%E6%A5%AD%E9%9B%86%E5%9C%98%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B82022(%E6%AD%A3%E5%BC%8F%E7%89%88).pdf","t100sa11_2314_111.pdf","112/06/28","https://www.mtigroup.com/upload/media/about/CSR%20Report/English/MTI_ESG_2022_(EN).pdf","t100sa11_2314_111_E.pdf","2023/06/28","","","","","MTI.ESG@mtigroup.com","",
"2317","鴻海","HON HAI","5.股本達新臺幣二十億元以上者","其他電子業","111/01/01~111/12/31","2. 其他依循標準：GRI 準則、SASB","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.honhai.com/zh-tw/CSR/csr-report","t100sa11_2317_111.pdf","112/06/30","","","","","","","","fgsc-03@foxconn.com","",
"2323","中環","CMC","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.cmcnet.com.tw","t100sa11_2323_111.pdf","112/06/30","","","","","","","","csr@cmcnet.com.tw","",
"2324","仁寶","Compal","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS臺灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","https://www.compal.com/CSR/ZH/download.aspx","t100sa11_2324_111.pdf","112/06/30","https://www.compal.com/csr/en/download.aspx","t100sa11_2324_111_E.pdf","2023/07/24","","","t100sa11_2324_111_M_E.pdf","2023/08/01","Lisa_Sung@compal.com","",
"2328","廣宇","PI","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.panpi.com.tw/tw/sustainability/csr_reports","t100sa11_2328_111.pdf","112/06/30","","","","","","","","john.kuo@panpi.com.tw","無",
"2329","華泰","OSE","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.ose.com.tw/about/about-ose/contact/#downloads","t100sa11_2329_111.pdf","112/08/10","https://www.ose.com.tw/en/about/about-ose/contact/#downloads","t100sa11_2329_111_E.pdf","2023/08/10","","","","","csr@ose.com.tw","",
"2330","台積電","TSMC","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","立恩威國際驗證公司，依據 DNV VeriSustainTM Protocol、GRI 準則、SASB指標、TCFD架構查證本報告書","其他","https://esg.tsmc.com/download/file/2022_sustainabilityReport/chinese/c-all.pdf","t100sa11_2330_111.pdf","112/06/30","https://esg.tsmc.com/download/file/2022_sustainabilityReport/english/e-all.pdf","t100sa11_2330_111_E.pdf","2023/06/30","","","","","esg@tsmc.com","DNV GL VeriSustainTM Protocol與AA1000保證標準、CDP、GRI、ISAE3000認證準則一致",
"2331","精英","ECS","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際股份有限公司(AFNOR Asia Ltd.)","AA1000 第1類型(Type1) 中度保證","http://www.ecs.com.tw","t100sa11_2331_111.pdf","112/06/30","","","","","","","","axlender.lin@ecs.com.tw","",
"2332","友訊","D-LINK","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","TUV NORD 台灣德國北德技術監護顧問(股)公司","AA1000 第1類型(Type1) 中度保證","https://company.dlink.com/zh-hant/esg/csr-reports/","t100sa11_2332_111.pdf","112/06/30","","","","","","","","CSR@dlinkcorp.com","",
"2337","旺宏","Macronix","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx","t100sa11_2337_111.pdf","112/06/30","","","","","","","","pubcsr@mxic.com.tw","",
"2344","華邦電","WEC","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.winbond.com/hq/about-winbond/csr-new/downloads/?__locale=zh_TW","t100sa11_2344_111.pdf","112/06/30","","","","","","","","ESG@winbond.com","",
"2345","智邦","ACCTON","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.accton.com.tw/esg-documents/","t100sa11_2345_111.pdf","112/06/28","","","","","","","","csr@accton.com","",
"2349","錸德","RITEK","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.ritek.com.tw","t100sa11_2349_111.pdf","112/07/02","","","","","","","","http://www.ritek.com.tw","無",
"2352","佳世達","Qisda","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司(BVC)","AA1000 第2類型(Type2) 高度保證","https://www.qisda.com/tw/esg","t100sa11_2352_111.pdf","112/06/29","","","","","","","","Shu.Hui.Liang@Qisda.com","",
"2353","宏碁","ACER","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS","其他","https://www.acer-group.com/userfiles/2022_Acer_Sustainability_Report_zh.pdf","t100sa11_2353_111.pdf","112/06/30","https://www.acer-group.com/sustainability/en/reports-certificates.html","t100sa11_2353_111_E.pdf","2023/07/27","t100sa11_2353_111_M.pdf","112/07/27","","","cr@acer.com","",
"2354","鴻準","FTC","5.股本達新臺幣二十億元以上者","其他電子業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.foxconntech.com.tw/CSR/annual-report/","t100sa11_2354_111.pdf","112/06/30","","","","t100sa11_2354_111_M.pdf","112/08/11","","","tina.wt.lin@foxconn.com","",
"2355","敬鵬","CHIN-POON","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.chinpoon.com/sustainability/63","t100sa11_2355_111.pdf","112/08/10","","","","","","","","spokesman@cppcb.com.tw","",
"2356","英業達","INVENTEC","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.inventec.com/tw/csr-4","t100sa11_2356_111.pdf","112/06/27","https://www.inventec.com/en/csr-4","t100sa11_2356_111_E.pdf","2023/07/14","","","","","tsai.wesley@inventec.com","",
"2357","華碩","ASUSTEK","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 高度保證","https://csr.asus.com/files/reports/ASUS_Detailed_2022_CHN.pdf","t100sa11_2357_111.pdf","112/06/29","https://csr.asus.com/files/reports/ASUS_Detailed_2022_EN.pdf","t100sa11_2357_111_E.pdf","","","","","","stakeholder@asus.com","為了報告完整性，部份內容涵蓋2020-2023年的成果與績效",
"2360","致茂","CHROMA","5.股本達新臺幣二十億元以上者","其他電子業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","Bureau Veritas","AA1000 第1類型(Type1) 中度保證","https://csr.chromaate.com/tw","t100sa11_2360_111.pdf","112/06/27","https://csr.chromaate.com/en/","t100sa11_2360_111_E.pdf","2023/08/15","","","","","csr@chroma.com.tw","無",
"2363","矽統","SiS","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.sis.com","t100sa11_2363_111.pdf","112/06/28","","","","","","","","IR@sis.com","無",
"2367","燿華","UNITECH","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司 （SGS Taiwan Ltd.）","AA1000 第1類型(Type1) 中度保證","https://www.pcbut.com.tw/portal/inner-page.html?P=6&SP=7","t100sa11_2367_111.pdf","112/06/30","","","","","","","","genie-chen@pcbut.com.tw","",
"2368","金像電","GCE","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI 英國標準協會","AA1000 第1類型(Type1) 中度保證","https://www.gce.com.tw/csrreport.html","t100sa11_2368_111.pdf","112/06/30","","","","","","","","jean_lu@gce.com.tw","",
"2369","菱生","LPI","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.lingsen.com.tw/webc/html/csr/CSR-Report.aspx","t100sa11_2369_111.pdf","112/06/28","https://www.lingsen.com.tw/webe/html/csr/CSR-report.aspx","t100sa11_2369_111_E.pdf","2023/06/28","","","","","emmalu@lingsen.com.tw","",
"2371","大同","TATUNG COMPANY","5.股本達新臺幣二十億元以上者","電機機械","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣德國北德技術監護顧問股份有限公司","AA1000 第2類型(Type2) 高度保證","https://www.tatung.com/tw/info/csr-report","t100sa11_2371_111.pdf","112/06/27","","","","","","","","csrreport@tatung.com","",
"2376","技嘉","GIGABYTE","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://csr.gigabyte.tw/sustainibility-report/","t100sa11_2376_111.pdf","112/06/20","","","","","","","","CSR@gigabyte.com","2022年永續報告書第三方驗證預計於2023年8月進行",
"2377","微星","MSI","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://tw.msi.com/about/investor/csrReport","t100sa11_2377_111.pdf","112/06/26","","","","","","","","briancahuang@msi.com","無",
"2379","瑞昱","RT","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣德國北德技術監護顧問股份有限公司(T&#220;V NORD)","AA1000 第1類型(Type1) 中度保證","https://www.realtek.com/images/csr/2023ESG_lock.pdf","t100sa11_2379_111.pdf","112/06/30","","","","t100sa11_2379_111_M.pdf","112/06/30","","","RT_ESG@realtek.com","無",
"2382","廣達","QCI","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BV 台灣衛理國際品保驗證股份有限公司","AA1000 第2類型(Type2) 高度保證","https://www.quantatw.com/Quanta/chinese/esg/csr_list.aspx","t100sa11_2382_111.pdf","112/06/30","https://www.quantatw.com/Quanta/english/esg/csr_list.aspx","t100sa11_2382_111_E.pdf","2023/06/30","","","","","isabella.huang@quantatw.com","NA",
"2383","台光電","EMC","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.emctw.com/zh-TW/csr_report/index","t100sa11_2383_111.pdf","112/06/30","https://www.emctw.com/zh-TW/csr_report/index","t100sa11_2383_111_E.pdf","2023/07/19","t100sa11_2383_111_M.pdf","112/07/19","","","candy@mail.emctw.com","",
"2385","群光","CHICONY","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","Bureau Veritas","AA1000 第1類型(Type1) 中度保證","https://www.chicony.com/","t100sa11_2385_111.pdf","112/06/29","https://www.chicony.com","t100sa11_2385_111_E.pdf","2023/07/28","","","","","Helen_Chao@chicony.com","",
"2392","正崴","FOXLINK","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","AFNOR","AA1000 第1類型(Type1) 中度保證","https://www.foxlink.com/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/","t100sa11_2392_111.pdf","112/06/29","https://www.foxlink.com/web/en/corporate-responsibility/","t100sa11_2392_111_E.pdf","2023/06/29","","","","","Serena_Tsai@foxlink.com","無",
"2393","億光","EVERLIGHT","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","TUV nord","AA1000 第1類型(Type1) 中度保證","https://www.everlight.com/csr11/","t100sa11_2393_111.pdf","112/06/29","","","","","","","","cheersun@everlight.com","無",
"2395","研華","ACL","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司 SGS Taiwan Ltd.","AA1000 第2類型(Type2) 高度保證","https://esg.advantech.com/zh-tw/downloads","t100sa11_2395_111.pdf","112/06/27","https://esg.advantech.com/en-us/downloads","t100sa11_2395_111_E.pdf","2023/08/08","","","","","csr@advantech.com","無",
"2397","友通","DFI Inc.","6.係自願編製與申報","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.dfi.com/tw/esg","t100sa11_2397_111.pdf","112/08/10","https://www.dfi.com/Uploads/CSR/2023/DFI_ESG_2022.pdf","t100sa11_2397_111_E.pdf","2023/08/10","","","","","iris.jiang@dfi.com","",
"2401","凌陽","SUNPLUS","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://w3.sunplus.com/tw/csr/CSR%20Report/2022%20Sunplus%20ESG%20Report.pdf","t100sa11_2401_111.pdf","112/05/12","","","","","","","","joseph@sunplus.com","無",
"2402","毅嘉","ICHIA","5.股本達新臺幣二十億元以上者","電子零組件業","110/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.ichia.com/images/pdf/ESG/Report/ICHIA_2021-2022_Sustainability_Reports.pdf","t100sa11_2402_111.pdf","112/06/30","","","","","","","","ichia.ir@ichia.com","",
"2406","國碩","GSC","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.gigastorage.com.tw/csr.aspx?id=386","t100sa11_2406_111.pdf","112/06/29","","","","","","","","brian@gigastorage.com.tw","無",
"2408","南亞科","NTC","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","AA1000 第2類型(Type2) 高度保證","https://www.nanya.com/tw/","t100sa11_2408_111.pdf","112/06/28","","","","","","","","NTCESG@ntc.com.tw","",
"2409","友達","AUO","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所(KPMG)","確信準則3000號(原公報第一號)","https://csr.auo.com/tw/download/file/2022-esg-report","t100sa11_2409_111.pdf","112/06/30","https://csr.auo.com/en/download/file/2022-esg-report","t100sa11_2409_111_E.pdf","2023/06/30","","","","","CSR@auo.com","",
"2412","中華電","CHT","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS Taiwan","AA1000 第2類型(Type2) 高度保證","https://www.cht.com.tw/zh-tw/home/cht/esg/esg-report/sustainability-esg-report","t100sa11_2412_111.pdf","112/06/29","","","","","","","","chtcsr@cht.com.tw","報告書為求完整性，部分內容回溯2021年或擴及2023年。",
"2419","仲琦","H.T.","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣衛理國際品保驗證(股) Bureau Veritas Certification (Taiwan)","AA1000 第2類型(Type2) 中度保證","https://www.hitrontech.com/zh-tw/esg/","t100sa11_2419_111.pdf","112/06/16","https://www.hitrontech.com/wp-content/uploads/2023/07/2022-EN-ESG.pdf","t100sa11_2419_111_E.pdf","2023/07/20","","","","","derong_kong@hitrontech.com","",
